,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
12704,Altona North,242 Mason St,3,h,870000.0,S,hockingstuart,17/06/2017,9.4,3025.0,3.0,1.0,4.0,559.0,560.0,1950.0,Hobsons Bay,-37.8399,144.86228,Western Metropolitan,5132.0
12705,Doncaster East,11 Huntingfield Dr,4,h,1662000.0,S,Jellis,3/06/2017,14.3,3109.0,4.0,2.0,2.0,785.0,199.0,1980.0,Manningham,-37.7738,145.16711999999995,Eastern Metropolitan,10999.0
12706,Flemington,5/60 Farnham St,1,u,345000.0,SP,Nelson,18/06/2016,4.4,3031.0,1.0,1.0,1.0,0.0,46.0,1970.0,Moonee Valley,-37.7826,144.9311,Northern Metropolitan,3593.0
12707,Williamstown,17 Yarra St,3,h,1470000.0,S,Jas,8/10/2016,8.0,3016.0,3.0,2.0,1.0,364.0,93.0,1970.0,Hobsons Bay,-37.8513,144.8961,Western Metropolitan,6380.0
12708,Brunswick,7 Garnet St,3,h,1053000.0,S,Ray,27/06/2016,5.2,3056.0,3.0,1.0,1.0,343.0,1041.0,1925.0,Moreland,-37.7589,144.9529,Northern Metropolitan,11918.0
12709,Reservoir,42 Elinda Pl,2,u,395000.0,S,Stockdale,22/04/2017,11.2,3073.0,2.0,1.0,1.0,166.0,,1990.0,Darebin,-37.6986,145.024,Northern Metropolitan,21650.0
12710,Hampton,2/442 Bluff Rd,2,u,800000.0,SP,Buxton,25/02/2017,13.7,3188.0,2.0,1.0,2.0,282.0,,,Bayside,-37.9444,145.0231,Southern Metropolitan,5454.0
12711,Templestowe Lower,7 Dove Ct,4,h,1288000.0,S,Barry,26/08/2017,12.4,3107.0,4.0,2.0,2.0,948.0,,,,-37.76078,145.10696000000004,Eastern Metropolitan,5420.0
12712,Sandringham,8/7 Neptune St,2,u,760000.0,S,Buxton,27/05/2017,15.2,3191.0,2.0,1.0,1.0,0.0,82.0,1970.0,Bayside,-37.95142,145.01977,Southern Metropolitan,4497.0
12713,Dingley Village,1 Chadree Ct,3,h,840000.0,S,Buxton,24/06/2017,22.2,3172.0,3.0,2.0,2.0,542.0,,,Kingston,-37.98536,145.13433999999995,South-Eastern Metropolitan,3940.0
12714,Frankston North,7 Wirilda Cr,3,h,570000.0,SP,C21,29/07/2017,36.9,3200.0,3.0,1.0,4.0,632.0,104.0,1960.0,Frankston,-38.11984,145.16208999999995,Eastern Victoria,2500.0
12715,Bayswater North,1/19 Glen Park Rd,3,u,500000.0,PI,Stockdale,1/07/2017,23.2,3153.0,3.0,1.0,2.0,263.0,,1970.0,Maroondah,-37.83303,145.27488,Eastern Metropolitan,3598.0
12716,North Melbourne,16 Scotia St,3,h,1325000.0,S,Nelson,10/12/2016,2.3,3051.0,3.0,2.0,1.0,97.0,139.0,2011.0,Melbourne,-37.8014,144.94899999999996,Northern Metropolitan,6821.0
12717,Surrey Hills,14 Scheele St,3,h,1560000.0,S,hockingstuart,24/09/2016,11.2,3127.0,0.0,2.0,1.0,335.0,209.0,2013.0,Boroondara,-37.8165,145.0981,Southern Metropolitan,5457.0
12718,Craigieburn,27 Kensley Cct,4,h,492000.0,S,Ray,24/06/2017,20.6,3064.0,4.0,2.0,2.0,479.0,166.0,2009.0,Hume,-37.57005,144.91908999999995,Northern Metropolitan,15510.0
12719,Mount Waverley,46 Sesame St,5,h,2248000.0,S,Jellis,15/07/2017,14.2,3149.0,5.0,5.0,2.0,729.0,398.0,2016.0,Monash,-37.86582,145.14824,Eastern Metropolitan,13366.0
12720,Brighton,115 Dendy St,4,h,3180000.0,S,hockingstuart,10/12/2016,11.2,3186.0,4.0,3.0,6.0,454.0,,,Bayside,-37.9206,145.0051,Southern Metropolitan,10579.0
12721,Point Cook,114 Fongeo Dr,3,h,540000.0,S,Barry,3/09/2017,14.7,3030.0,3.0,2.0,2.0,353.0,135.0,2011.0,,-37.9105,144.73457,Western Metropolitan,15542.0
12722,Deer Park,4 Blackley Ct,3,h,635000.0,S,HAR,19/08/2017,14.8,3023.0,3.0,1.0,2.0,712.0,,,,-37.76172,144.77265,Western Metropolitan,6388.0
12723,Sunshine North,2/51 Cary St,2,u,429000.0,S,Douglas,8/07/2017,10.5,3020.0,2.0,1.0,1.0,150.0,,,Brimbank,-37.76941,144.82385,Western Metropolitan,4217.0
12724,Richmond,28 Corsair St,2,h,1145000.0,S,Biggin,18/06/2016,2.6,3121.0,2.0,1.0,0.0,170.0,,1910.0,Yarra,-37.8226,145.0064,Northern Metropolitan,14949.0
12725,Canterbury,11 Parlington St,4,h,3250000.0,VB,Jellis,12/08/2017,8.4,3126.0,4.0,2.0,3.0,855.0,,,Boroondara,-37.82024000000001,145.06172,Southern Metropolitan,3265.0
12726,Strathmore,196a Mascoma St,3,h,850000.0,VB,Considine,15/10/2016,9.7,3041.0,3.0,3.0,3.0,250.0,207.0,2016.0,Moonee Valley,-37.7189,144.9036,Western Metropolitan,3284.0
12727,Fitzroy,31 Bell St,4,h,1950000.0,S,Nelson,18/06/2016,1.6,3065.0,4.0,1.0,0.0,177.0,152.0,1890.0,Yarra,-37.7999,144.9759,Northern Metropolitan,5825.0
12728,Surrey Hills,38 Park Rd,4,h,1250000.0,PI,Jellis,17/09/2016,11.2,3127.0,3.0,2.0,2.0,457.0,,1930.0,Whitehorse,-37.8361,145.1078,Southern Metropolitan,5457.0
12729,Kew,60 Childers St,3,h,1500000.0,PI,Marshall,27/11/2016,5.6,3101.0,3.0,1.0,2.0,857.0,130.0,1941.0,Boroondara,-37.7981,145.0423,Southern Metropolitan,10331.0
12730,Reservoir,1/164 Leamington St,1,u,216000.0,S,Brad,24/09/2016,11.2,3073.0,2.0,1.0,1.0,0.0,45.0,1970.0,Darebin,-37.7111,144.9919,Northern Metropolitan,21650.0
12731,Brighton,50 Well St,3,h,1975000.0,S,Buxton,3/12/2016,11.2,3186.0,3.0,1.0,2.0,432.0,122.0,1930.0,Bayside,-37.9172,144.996,Southern Metropolitan,10579.0
12732,Bentleigh East,12 Barrani St,3,h,1050000.0,S,Woodards,16/04/2016,13.9,3165.0,3.0,1.0,4.0,726.0,131.0,1950.0,Glen Eira,-37.9117,145.0695,Southern Metropolitan,10969.0
12733,Balwyn,165 Balwyn Rd,4,h,1900000.0,S,Mandy,27/11/2016,9.7,3103.0,4.0,2.0,1.0,665.0,155.0,1940.0,Boroondara,-37.8057,145.0825,Southern Metropolitan,5682.0
12734,Watsonia,56 Frensham Rd,3,h,671000.0,S,Barry,12/11/2016,14.9,3087.0,3.0,2.0,2.0,280.0,163.0,2002.0,Banyule,-37.7153,145.0854,Northern Metropolitan,2329.0
12735,Strathmore,6 Prefect St,4,h,1715000.0,S,Paul,18/06/2016,9.7,3041.0,4.0,3.0,2.0,650.0,348.0,2001.0,Moonee Valley,-37.7363,144.9208,Western Metropolitan,3284.0
12736,Ascot Vale,25 Dalgety Dr,3,h,940000.0,S,Jellis,26/07/2016,5.9,3032.0,3.0,2.0,2.0,285.0,172.0,2011.0,Moonee Valley,-37.7778,144.9061,Western Metropolitan,6567.0
12737,Carlton,268 Faraday St,1,u,435000.0,S,Woodards,13/08/2016,1.8,3053.0,1.0,1.0,1.0,0.0,,,Melbourne,-37.7982,144.9651,Northern Metropolitan,6786.0
12738,Cheltenham,37 Woodland Dr,3,h,755000.0,SP,Ray,27/05/2017,17.9,3192.0,3.0,1.0,2.0,350.0,,,Kingston,-37.95342,145.06026,Southern Metropolitan,9758.0
12739,Bentleigh East,71 Bignell Rd,4,h,1200000.0,S,hockingstuart,7/05/2016,13.9,3165.0,4.0,2.0,2.0,619.0,191.0,1960.0,Glen Eira,-37.9358,145.0688,Southern Metropolitan,10969.0
12740,Surrey Hills,3 Oak St,4,h,3100000.0,VB,Marshall,26/08/2017,10.2,3127.0,4.0,2.0,3.0,832.0,,,,-37.83564000000001,145.10918999999996,Southern Metropolitan,5457.0
12741,Moonee Ponds,35 Eglinton St,4,h,1395000.0,PI,Brad,10/12/2016,6.9,3039.0,4.0,1.0,2.0,603.0,,,Moonee Valley,-37.7692,144.917,Western Metropolitan,6232.0
12742,Mount Waverley,1 Therese Av,3,h,1267000.0,S,Ray,22/07/2017,14.2,3149.0,3.0,2.0,4.0,714.0,,,Monash,-37.89289,145.11501,Eastern Metropolitan,13366.0
12743,Heidelberg Heights,23 Dougharty Rd,2,h,570000.0,S,Haughton,27/11/2016,10.5,3081.0,2.0,1.0,3.0,428.0,,,Banyule,-37.7355,145.0573,Eastern Metropolitan,2947.0
12744,Glenroy,2/36 Prospect St,4,t,607000.0,S,YPA,18/03/2017,13.0,3046.0,4.0,3.0,2.0,0.0,131.0,2014.0,Moreland,-37.7102,144.9112,Northern Metropolitan,8870.0
12745,Reservoir,1/104 Cheddar Rd,3,h,410000.0,S,hockingstuart,15/10/2016,11.2,3073.0,3.0,1.0,1.0,250.0,105.0,1960.0,Darebin,-37.6974,145.0213,Northern Metropolitan,21650.0
12746,Newport,14 Jubilee St,3,h,1060000.0,SP,Sweeney,10/12/2016,8.4,3015.0,3.0,1.0,4.0,600.0,130.0,,Hobsons Bay,-37.8472,144.8707,Western Metropolitan,5498.0
12747,Hawthorn,303/25 Lynch St,2,u,495000.0,S,Fletchers,7/11/2016,4.6,3122.0,2.0,1.0,1.0,0.0,60.0,2014.0,Boroondara,-37.8216,145.0343,Southern Metropolitan,11308.0
12748,Yarraville,46 Wilson St,3,h,908000.0,S,hockingstuart,27/06/2016,7.0,3013.0,3.0,2.0,0.0,105.0,,1900.0,Maribyrnong,-37.8191,144.8909,Western Metropolitan,6543.0
12749,Balwyn North,185 Doncaster Rd,4,h,1702000.0,PI,Jellis,10/12/2016,9.2,3104.0,4.0,2.0,2.0,715.0,,1939.0,Boroondara,-37.7943,145.083,Southern Metropolitan,7809.0
12750,Kew,19 Campbell St,3,h,1995000.0,S,Nelson,24/06/2017,5.4,3101.0,3.0,1.0,4.0,482.0,,,Boroondara,-37.80119000000001,145.0511,Southern Metropolitan,10331.0
12751,Kingsville,57 Wales St,3,h,925000.0,SP,Village,24/09/2016,7.8,3012.0,3.0,1.0,1.0,275.0,100.0,1920.0,Maribyrnong,-37.8085,144.8802,Western Metropolitan,1808.0
12752,Croydon,2/25 Ruskin Av,3,u,625500.0,S,C21,15/07/2017,23.0,3136.0,3.0,1.0,2.0,397.0,,1950.0,Maroondah,-37.79795,145.2957,Eastern Metropolitan,11925.0
12753,Port Melbourne,159 Albert St,3,h,1515000.0,S,Marshall,18/03/2017,3.8,3207.0,3.0,2.0,0.0,211.0,,,Port Phillip,-37.8347,144.9368,Southern Metropolitan,8648.0
12754,Mentone,9 Glengala Ct,3,h,960500.0,S,Buxton,3/09/2017,20.0,3194.0,3.0,2.0,2.0,535.0,132.0,1985.0,,-37.98329,145.0918,South-Eastern Metropolitan,6162.0
12755,Footscray,3/22 Pickett St,2,u,360000.0,S,Trimson,25/02/2017,6.4,3011.0,2.0,1.0,1.0,0.0,,,Maribyrnong,-37.8012,144.8964,Western Metropolitan,7570.0
12756,South Yarra,10/7 Barnsbury Rd,2,u,613000.0,S,Kay,15/10/2016,3.3,3141.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.845,145.0012,Southern Metropolitan,14887.0
12757,Flemington,8A John St,3,h,1085000.0,SP,Nelson,22/04/2017,4.4,3031.0,3.0,1.0,1.0,180.0,132.0,1991.0,Moonee Valley,-37.7839,144.9273,Northern Metropolitan,3593.0
12758,Northcote,4 Barry St,2,h,905000.0,PI,Nelson,17/06/2017,5.3,3070.0,2.0,1.0,0.0,114.0,,,Darebin,-37.78024,144.99289,Northern Metropolitan,11364.0
12759,Mount Waverley,1/577 High Street Rd,2,u,720000.0,S,Ray,3/06/2017,14.2,3149.0,2.0,1.0,1.0,198.0,,,Monash,-37.87135,145.14334,Eastern Metropolitan,13366.0
12760,Maribyrnong,23/4 Wests Rd,3,h,456000.0,SP,Raine,18/03/2017,8.7,3032.0,3.0,2.0,2.0,4977.0,95.0,2005.0,Maribyrnong,-37.7737,144.8816,Western Metropolitan,4918.0
12761,Highett,4 Major St,4,h,1300000.0,VB,Buxton,24/06/2017,16.0,3190.0,4.0,2.0,2.0,604.0,,,Bayside,-37.94783,145.03983,Southern Metropolitan,4794.0
12762,Surrey Hills,1 Oak St,5,h,1825000.0,S,Fletchers,19/08/2017,10.2,3127.0,5.0,3.0,2.0,368.0,,,,-37.83587,145.10914,Southern Metropolitan,5457.0
12763,Brunswick East,15 Ethel St,2,h,957000.0,S,Nelson,22/05/2016,4.5,3057.0,2.0,1.0,1.0,148.0,,,Moreland,-37.7722,144.9751,Northern Metropolitan,5533.0
12764,Pascoe Vale,3 Fawkner Rd,3,h,940000.0,S,Nelson,17/09/2016,9.9,3044.0,3.0,1.0,1.0,589.0,,1970.0,Moreland,-37.7282,144.9312,Northern Metropolitan,7485.0
12765,Ashwood,12 Leonard St,4,h,1350000.0,S,Buxton,24/09/2016,12.2,3147.0,4.0,2.0,1.0,727.0,,,Monash,-37.8669,145.1106,Southern Metropolitan,2894.0
12766,Watsonia,18 Barry St,3,h,830000.0,S,Barry,22/07/2017,14.5,3087.0,3.0,1.0,1.0,598.0,104.4,1975.0,Banyule,-37.717,145.08891,Northern Metropolitan,2329.0
12767,Ivanhoe,10 Abbotsford Gr,3,h,1605000.0,S,Nelson,12/11/2016,7.9,3079.0,3.0,2.0,2.0,608.0,165.0,1920.0,Banyule,-37.7702,145.0398,Eastern Metropolitan,5549.0
12768,Fitzroy North,8/54 Kneen St,1,u,330000.0,VB,Jellis,19/11/2016,3.5,3068.0,1.0,1.0,1.0,0.0,,1970.0,Yarra,-37.782,144.9896,Northern Metropolitan,6244.0
12769,Reservoir,43 Barry St,3,h,685000.0,S,Love,16/07/2016,11.2,3073.0,3.0,1.0,1.0,497.0,,,Darebin,-37.7096,145.0036,Northern Metropolitan,21650.0
12770,Balwyn North,2/21 Pavo St,3,u,700000.0,S,Marshall,13/05/2017,9.2,3104.0,3.0,1.0,1.0,350.0,120.0,1950.0,Boroondara,-37.7862,145.0739,Southern Metropolitan,7809.0
12771,Oakleigh,1249 North Rd,3,h,865000.0,SP,Buxton,17/09/2016,14.0,3166.0,2.0,1.0,2.0,691.0,140.0,1950.0,Monash,-37.9109,145.0995,Southern Metropolitan,3224.0
12772,Northcote,19 Emmaline St,3,h,1305000.0,SP,McGrath,17/06/2017,5.3,3070.0,3.0,1.0,0.0,375.0,,1999.0,Darebin,-37.76397,144.99481,Northern Metropolitan,11364.0
12773,Richmond,37 Spencer Pl,3,t,1500000.0,VB,Jellis,16/09/2017,2.4,3121.0,3.0,2.0,2.0,72.0,145.0,2011.0,,-37.81937,145.00146,Northern Metropolitan,14949.0
12774,Brighton East,7/87 Thomas St,2,u,770000.0,S,Hodges,18/03/2017,10.7,3187.0,2.0,1.0,2.0,157.0,,,Bayside,-37.911,145.0236,Southern Metropolitan,6938.0
12775,Preston,7 Tiernan St,3,h,690000.0,S,Barry,14/05/2016,8.8,3072.0,3.0,1.0,1.0,594.0,92.0,1960.0,Darebin,-37.7512,145.017,Northern Metropolitan,14577.0
12776,Heidelberg Heights,2/3 Mary Av,2,t,650000.0,S,Barry,15/07/2017,8.8,3081.0,2.0,1.0,1.0,140.0,107.0,2013.0,Banyule,-37.74835,145.05042,Eastern Metropolitan,2947.0
12777,Hawthorn East,11 Council St,3,h,1320000.0,VB,Jellis,18/06/2016,7.5,3123.0,3.0,2.0,1.0,213.0,162.0,1890.0,Boroondara,-37.8302,145.0542,Southern Metropolitan,6482.0
12778,Pascoe Vale,2/58 Railway Pde,2,t,480000.0,PI,Nelson,6/08/2016,9.9,3044.0,2.0,1.0,1.0,113.0,94.0,1988.0,Moreland,-37.7269,144.9274,Northern Metropolitan,7485.0
12779,Ardeer,721 Ballarat Rd,3,h,730000.0,SP,HAR,19/08/2017,12.8,3022.0,3.0,2.0,2.0,739.0,112.0,1970.0,,-37.77245,144.8001,Western Metropolitan,1281.0
12780,Noble Park,46 Jacana St,4,h,650000.0,S,C21,15/07/2017,22.7,3174.0,4.0,1.0,2.0,660.0,,,Greater Dandenong,-37.97918,145.18825,South-Eastern Metropolitan,11806.0
12781,Bundoora,28 Greenwood Dr,3,h,805000.0,S,Barry,1/07/2017,12.1,3083.0,3.0,1.0,2.0,669.0,,,Banyule,-37.70834,145.05424,Northern Metropolitan,10175.0
12782,Maribyrnong,12 Newstead St,4,h,1900000.0,VB,Nelson,17/09/2016,8.7,3032.0,4.0,3.0,8.0,865.0,374.0,2013.0,Maribyrnong,-37.7682,144.8971,Western Metropolitan,4918.0
12783,Elsternwick,275 Kooyong Rd,3,h,1605000.0,S,Biggin,27/11/2016,8.5,3185.0,3.0,1.0,1.0,418.0,152.0,1890.0,Glen Eira,-37.8831,145.0153,Southern Metropolitan,4898.0
12784,Mulgrave,1 Sneddon Ct,4,h,1100000.0,S,RW,16/09/2017,18.8,3170.0,4.0,2.0,2.0,748.0,152.0,1996.0,,-37.9265,145.19758000000004,South-Eastern Metropolitan,7113.0
12785,Kew East,4/34 Strathalbyn St,2,u,620000.0,S,Nelson,3/09/2016,7.5,3102.0,2.0,1.0,1.0,0.0,,1970.0,Boroondara,-37.7971,145.0514,Southern Metropolitan,2671.0
12786,Camberwell,3/5 Holly St,3,u,591000.0,PI,Jellis,14/05/2016,7.8,3124.0,3.0,1.0,1.0,0.0,89.0,1960.0,Boroondara,-37.8255,145.0592,Southern Metropolitan,8920.0
12787,Thornbury,2/305 Rossmoyne St,3,u,510000.0,VB,Jellis,3/09/2016,6.5,3071.0,3.0,1.0,1.0,0.0,,,Darebin,-37.7591,145.0211,Northern Metropolitan,8870.0
12788,Bentleigh,11 Buckingham Av,3,h,1640000.0,S,Woodards,22/07/2017,11.4,3204.0,3.0,1.0,3.0,585.0,,,Glen Eira,-37.91722,145.04836,Southern Metropolitan,6795.0
12789,Aberfeldie,5/257 Buckley St,2,u,507000.0,S,Barry,3/06/2017,7.5,3040.0,2.0,1.0,1.0,0.0,80.0,1960.0,Moonee Valley,-37.75571,144.90366,Western Metropolitan,1543.0
12790,Niddrie,2/10 Nolan St,3,u,746000.0,S,Barry,27/11/2016,11.2,3042.0,3.0,1.0,1.0,256.0,,,Moonee Valley,-37.741,144.8901,Western Metropolitan,2291.0
12791,Wantirna South,41 Witken Av,4,h,930000.0,S,Noel,29/07/2017,14.7,3152.0,4.0,2.0,2.0,639.0,,,Knox,-37.8789,145.24262,Eastern Metropolitan,7082.0
12792,Northcote,120 Darebin Rd,3,h,1610000.0,S,Nelson,29/07/2017,5.3,3070.0,3.0,1.0,4.0,693.0,,,Darebin,-37.76433,145.00813,Northern Metropolitan,11364.0
12793,Sunshine West,104 Hall St,3,h,668000.0,S,Barry,12/11/2016,13.5,3020.0,3.0,1.0,2.0,697.0,,1970.0,Brimbank,-37.7897,144.7964,Western Metropolitan,6763.0
12794,Bayswater,17 Orange Gr,3,h,700000.0,S,Biggin,3/06/2017,23.2,3153.0,3.0,2.0,1.0,509.0,140.0,1980.0,Knox,-37.84823,145.26673,Eastern Metropolitan,5030.0
12795,Richmond,229/253 Bridge Rd,1,u,439000.0,SP,Biggin,10/09/2016,2.6,3121.0,1.0,1.0,1.0,3516.0,56.0,2011.0,Yarra,-37.8183,144.9979,Northern Metropolitan,14949.0
12796,Yarraville,41 Sussex St,3,h,770000.0,SP,Jas,3/12/2016,7.0,3013.0,2.0,1.0,1.0,138.0,82.0,1890.0,Maribyrnong,-37.82,144.891,Western Metropolitan,6543.0
12797,Meadow Heights,11 Hermitage Ct,3,h,520000.0,S,Stockdale,15/07/2017,17.4,3048.0,3.0,1.0,2.0,798.0,128.0,1985.0,Hume,-37.65384,144.92272,Northern Metropolitan,4704.0
12798,Coburg,41a Rennie St,2,u,495000.0,S,Barry,6/05/2017,7.8,3058.0,2.0,1.0,0.0,388.0,69.0,1960.0,Moreland,-37.7506,144.9694,Northern Metropolitan,11204.0
12799,Albion,70 Forrest St,3,h,600000.0,VB,Sweeney,22/05/2016,13.9,3020.0,3.0,1.0,1.0,697.0,110.0,1928.0,Brimbank,-37.7842,144.8175,Western Metropolitan,2185.0
12800,Templestowe Lower,16 Rosa St,3,h,1509000.0,S,Barry,28/05/2016,13.8,3107.0,3.0,2.0,2.0,812.0,158.0,1960.0,Manningham,-37.7714,145.1141,Eastern Metropolitan,5420.0
12801,Heidelberg West,17/459 Waterdale Rd,2,u,444000.0,S,Miles,27/05/2017,8.8,3081.0,2.0,1.0,1.0,94.0,,,Banyule,-37.74432,145.04721,Eastern Metropolitan,2674.0
12802,Glen Iris,6/219 Burke Rd,1,u,328000.0,S,Jellis,18/03/2017,9.2,3146.0,1.0,1.0,0.0,0.0,,,Boroondara,-37.8588,145.0512,Southern Metropolitan,10412.0
12803,Essendon,159 Cooper St,3,t,650000.0,S,Barry,13/08/2016,8.0,3040.0,3.0,2.0,1.0,160.0,129.0,1985.0,Moonee Valley,-37.7403,144.8989,Western Metropolitan,9264.0
12804,Essendon,45 Ogilvie St,2,h,1130000.0,SP,Barry,7/05/2016,8.0,3040.0,2.0,1.0,1.0,646.0,100.0,1950.0,Moonee Valley,-37.7502,144.8923,Western Metropolitan,9264.0
12805,Brighton,4/149 Church St,2,u,892500.0,S,Nick,7/05/2016,11.2,3186.0,2.0,1.0,2.0,232.0,92.0,1970.0,Bayside,-37.9157,144.9973,Southern Metropolitan,10579.0
12806,Hawthorn,1/27 Glen St,2,u,645000.0,S,Jellis,12/11/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8314,145.0353,Southern Metropolitan,11308.0
12807,Niddrie,39 Cuthbert St,4,h,1350000.0,SP,Barry,7/11/2016,11.2,3042.0,4.0,3.0,2.0,747.0,242.0,1985.0,Moonee Valley,-37.7387,144.8827,Western Metropolitan,2291.0
12808,Essendon,9/44 Fletcher St,1,u,310000.0,S,Considine,1/07/2017,7.5,3040.0,1.0,1.0,1.0,0.0,,,Moonee Valley,-37.75515,144.92113999999995,Western Metropolitan,9264.0
12809,Keilor East,23 Viewbank Dr,4,h,732000.0,S,Nelson,28/08/2016,12.8,3033.0,4.0,2.0,2.0,544.0,233.0,1980.0,Moonee Valley,-37.7479,144.8763,Western Metropolitan,5629.0
12810,Malvern East,2083 Malvern Rd,3,h,1105000.0,S,Buxton,6/08/2016,11.2,3145.0,3.0,2.0,2.0,331.0,,,Stonnington,-37.877,145.067,Southern Metropolitan,8801.0
12811,Doncaster,4 Ella Ct,4,h,1300000.0,PI,Ray,8/04/2017,13.9,3108.0,4.0,2.0,2.0,872.0,185.0,1970.0,Manningham,-37.7906,145.1138,Eastern Metropolitan,9028.0
12812,Ormond,245 Grange Rd,4,h,1500000.0,VB,Ray,16/04/2016,11.8,3204.0,4.0,2.0,2.0,862.0,153.0,1970.0,Glen Eira,-37.8993,145.0447,Southern Metropolitan,3578.0
12813,Mill Park,3 Rosehill Ct,4,h,757000.0,S,Darren,9/09/2017,17.9,3082.0,4.0,2.0,3.0,800.0,270.0,1985.0,,-37.67217,145.0642,Northern Metropolitan,10529.0
12814,Kingsville,48 Coronation St,3,h,1020000.0,S,Village,1/07/2017,6.4,3012.0,3.0,1.0,0.0,281.0,,,Maribyrnong,-37.80781,144.88083,Western Metropolitan,1808.0
12815,Yarraville,54 Tongue St,4,h,2035000.0,S,Jas,8/04/2017,7.0,3013.0,4.0,2.0,0.0,607.0,201.0,1890.0,Maribyrnong,-37.8128,144.8905,Western Metropolitan,6543.0
12816,Keilor East,564 Buckley St,3,h,630000.0,S,Nelson,16/04/2016,12.8,3033.0,2.0,2.0,1.0,221.0,,,Moonee Valley,-37.7504,144.8594,Western Metropolitan,5629.0
12817,Altona North,153 Mills St,3,h,1405000.0,S,Sweeney,4/03/2017,11.1,3025.0,3.0,1.0,3.0,655.0,,,Hobsons Bay,-37.8338,144.8562,Western Metropolitan,5132.0
12818,Moonee Ponds,121 Vine St,2,h,1302500.0,S,Jellis,13/05/2017,6.9,3039.0,2.0,1.0,2.0,455.0,,,Moonee Valley,-37.7692,144.9353,Western Metropolitan,6232.0
12819,Burwood,15 Loudon Rd,5,h,1590000.0,S,Jellis,3/09/2016,11.7,3125.0,4.0,3.0,2.0,661.0,253.0,1940.0,Whitehorse,-37.848,145.09799999999996,Southern Metropolitan,5678.0
12820,Coburg North,45 Shorts Rd,3,h,720000.0,S,Nelson,26/07/2016,9.2,3058.0,3.0,1.0,2.0,499.0,105.0,1970.0,Moreland,-37.7236,144.9576,Northern Metropolitan,3445.0
12821,Rosanna,2/237 Rosanna Rd,3,u,601000.0,S,Barry,28/05/2016,11.4,3084.0,3.0,2.0,1.0,217.0,142.0,2006.0,Banyule,-37.7388,145.0742,Eastern Metropolitan,3540.0
12822,Sunshine West,1 Emslie St,3,h,555000.0,S,Barry,22/08/2016,13.5,3020.0,3.0,1.0,1.0,836.0,106.0,1975.0,Brimbank,-37.8003,144.8097,Western Metropolitan,6763.0
12823,Thornbury,6 Martin St,2,h,972000.0,S,Jellis,26/07/2016,6.5,3071.0,2.0,1.0,0.0,229.0,,,Darebin,-37.7611,145.0009,Northern Metropolitan,8870.0
12824,Maribyrnong,7/13 Navigator St,2,h,335000.0,S,hockingstuart,17/09/2016,8.7,3032.0,2.0,1.0,1.0,0.0,99.0,,Maribyrnong,-37.7681,144.8979,Western Metropolitan,4918.0
12825,Hawthorn East,336 Riversdale Rd,4,h,2450000.0,S,Marshall,19/11/2016,7.5,3123.0,4.0,2.0,1.0,697.0,172.0,1905.0,Boroondara,-37.8307,145.0498,Southern Metropolitan,6482.0
12826,Gowanbrae,3 Bluebell Cr,3,h,900000.0,SP,Nelson,29/07/2017,12.9,3043.0,3.0,2.0,2.0,453.0,,,Moreland,-37.70606,144.89412,Western Metropolitan,1071.0
12827,Footscray,88 Eleanor St,3,h,775000.0,SP,Sweeney,16/07/2016,6.4,3011.0,3.0,1.0,1.0,242.0,99.0,1920.0,Maribyrnong,-37.7956,144.8848,Western Metropolitan,7570.0
12828,Rosanna,1/73 Lower Plenty Rd,4,h,821000.0,SP,Nelson,14/05/2016,11.4,3084.0,3.0,1.0,2.0,403.0,148.0,1950.0,Banyule,-37.7437,145.0633,Eastern Metropolitan,3540.0
12829,Coburg,15/1 Manna Gum Ct,3,t,550000.0,PI,Brace,7/05/2016,7.8,3058.0,3.0,2.0,2.0,0.0,168.0,,Moreland,-37.7372,144.9764,Northern Metropolitan,11204.0
12830,Epping,53 Hayston Bvd,3,h,465000.0,S,Harcourts,27/05/2017,19.6,3076.0,3.0,2.0,1.0,606.0,111.04,2005.0,Whittlesea,-37.62858,145.03735,Northern Metropolitan,10926.0
12831,Hawthorn East,2/24 Selwood St,1,u,375000.0,S,Jellis,20/05/2017,7.5,3123.0,1.0,1.0,1.0,0.0,,1960.0,Boroondara,-37.8362,145.0543,Southern Metropolitan,6482.0
12832,Bentleigh East,14B Boronia St,3,t,1115000.0,S,Buxton,4/03/2017,13.9,3165.0,3.0,2.0,2.0,297.0,,,Glen Eira,-37.9135,145.0774,Southern Metropolitan,10969.0
12833,Pascoe Vale,70 Derby St,3,h,983000.0,S,Brad,18/03/2017,9.9,3044.0,3.0,1.0,2.0,650.0,,,Moreland,-37.7304,144.9463,Northern Metropolitan,7485.0
12834,Balwyn North,10 Columba St,3,h,1590000.0,S,Jellis,27/05/2017,9.7,3104.0,3.0,1.0,1.0,697.0,128.0,1955.0,Boroondara,-37.78483,145.07477,Southern Metropolitan,7809.0
